demo_id,demo_date,demo_year,demo_month,demo_month_name,demo_quarter,day_of_week,hour_of_day,is_weekend,market,region,market_size,vehicle_model,vehicle_id,vehicle_price,customer_segment,drive_duration_mins,utilization_rate,converted,conversion_probability,days_to_purchase,satisfaction_score,revenue_generated,demo_cost
DEMO-000134,2024-04-03,2024,4,April,Q2,Wednesday,18,0,"San Diego, CA",West,Medium,Model Y,SAN-MOD-06,43990,First Time EV,60,0.915,0,0.1865,,3.9,0,60.86
DEMO-000135,2025-01-18,2025,1,January,Q1,Saturday,12,1,"Miami, FL",Southeast,Large,Model 3,MIA-MOD-06,40240,Fleet/Business Buyer,32,0.846,1,0.1601,2.0,3.8,40240,78.19
DEMO-000136,2025-04-25,2025,4,April,Q2,Friday,13,0,"Boston, MA",Northeast,Medium,Model X,BOS-MOD-05,79990,First Time EV,61,0.558,1,0.1133,28.0,4.3,79990,69.36
DEMO-000137,2024-11-04,2024,11,November,Q4,Monday,11,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-08,40240,Eco Conscious,47,0.481,0,0.1644,,4.7,0,64.99
DEMO-000138,2024-09-04,2024,9,September,Q3,Wednesday,16,0,"Seattle, WA",Northwest,Medium,Model 3,SEA-MOD-06,40240,Luxury Buyer,51,0.57,1,0.226,5.0,4.5,40240,48.42
DEMO-000139,2025-06-03,2025,6,June,Q2,Tuesday,16,0,"Miami, FL",Southeast,Large,Model 3,MIA-MOD-08,40240,Luxury Buyer,55,0.472,1,0.1613,28.0,4.4,40240,74.89
DEMO-000140,2025-11-03,2025,11,November,Q4,Monday,15,0,"Miami, FL",Southeast,Large,Model X,MIA-MOD-06,79990,Eco Conscious,53,0.517,0,0.1272,,3.8,0,58.54
DEMO-000141,2025-04-20,2025,4,April,Q2,Sunday,19,1,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-03,40240,First Time EV,47,0.482,0,0.1347,,4.6,0,63.31
DEMO-000142,2024-02-12,2024,2,February,Q1,Monday,12,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-08,40240,First Time EV,47,0.577,0,0.1316,,4.6,0,52.64
DEMO-000143,2025-11-02,2025,11,November,Q4,Sunday,12,1,"Miami, FL",Southeast,Large,Cybertruck,MIA-CYB-07,49890,Tech Early Adopter,59,0.822,0,0.2188,,4.8,0,60.47
DEMO-000144,2025-06-15,2025,6,June,Q2,Sunday,12,1,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-07,43990,Luxury Buyer,51,0.751,0,0.2071,,4.7,0,66.82
DEMO-000145,2024-10-29,2024,10,October,Q4,Tuesday,12,0,"Miami, FL",Southeast,Large,Model 3,MIA-MOD-08,40240,Eco Conscious,47,0.626,0,0.1744,,3.3,0,79.8
DEMO-000146,2025-10-16,2025,10,October,Q4,Thursday,19,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-07,43990,Luxury Buyer,44,0.632,1,0.2036,1.0,5.0,43990,83.11
DEMO-000147,2025-03-24,2025,3,March,Q1,Monday,9,0,"Phoenix, AZ",Southwest,Medium,Model X,PHO-MOD-06,79990,Cost Conscious,61,0.631,0,0.0656,,4.9,0,46.3
DEMO-000148,2025-01-15,2025,1,January,Q1,Wednesday,13,0,"Phoenix, AZ",Southwest,Medium,Model S,PHO-MOD-06,74990,Fleet/Business Buyer,45,0.649,0,0.112,,4.4,0,54.98
DEMO-000149,2025-06-14,2025,6,June,Q2,Saturday,13,1,"San Francisco, CA",West,Large,Model 3,SAN-MOD-05,40240,Tech Early Adopter,53,0.802,1,0.3523,4.0,4.2,40240,72.76
DEMO-000150,2024-03-16,2024,3,March,Q1,Saturday,13,1,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-02,40240,Tech Early Adopter,55,0.855,0,0.2228,,4.9,0,84.46
DEMO-000151,2025-07-09,2025,7,July,Q3,Wednesday,12,0,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-03,43990,Tech Early Adopter,42,0.847,1,0.1909,5.0,4.5,43990,53.04
DEMO-000152,2025-01-04,2025,1,January,Q1,Saturday,14,1,"Phoenix, AZ",Southwest,Medium,Model 3,PHO-MOD-03,40240,Luxury Buyer,51,0.756,0,0.1462,,3.4,0,57.37
DEMO-000153,2025-02-23,2025,2,February,Q1,Sunday,17,1,"Boston, MA",Northeast,Medium,Model S,BOS-MOD-02,74990,Luxury Buyer,61,0.675,0,0.1411,,4.4,0,58.78
DEMO-000154,2025-08-24,2025,8,August,Q3,Sunday,11,1,"San Diego, CA",West,Medium,Model X,SAN-MOD-01,79990,Cost Conscious,70,0.866,0,0.1429,,4.1,0,57.16
DEMO-000155,2024-12-20,2024,12,December,Q4,Friday,18,0,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-02,43990,Cost Conscious,53,0.575,0,0.1052,,4.3,0,67.03
DEMO-000156,2024-04-05,2024,4,April,Q2,Friday,14,0,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-03,43990,Cost Conscious,57,0.536,0,0.11,,4.3,0,81.08
DEMO-000157,2024-01-30,2024,1,January,Q1,Tuesday,10,0,"Miami, FL",Southeast,Large,Model X,MIA-MOD-05,79990,Cost Conscious,53,0.776,0,0.0699,,4.6,0,61.66
DEMO-000158,2025-07-12,2025,7,July,Q3,Saturday,12,1,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-07,40240,First Time EV,46,0.599,0,0.1512,,3.3,0,47.4
DEMO-000159,2024-12-14,2024,12,December,Q4,Saturday,15,1,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-06,43990,Luxury Buyer,39,0.938,0,0.1666,,3.4,0,59.82
DEMO-000160,2024-05-05,2024,5,May,Q2,Sunday,12,1,"Seattle, WA",Northwest,Medium,Model 3,SEA-MOD-05,40240,Eco Conscious,38,0.923,1,0.3152,4.0,5.0,40240,83.51
DEMO-000161,2025-08-14,2025,8,August,Q3,Thursday,16,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-08,40240,Eco Conscious,44,0.699,1,0.2126,27.0,4.1,40240,82.81
DEMO-000162,2025-08-20,2025,8,August,Q3,Wednesday,13,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-08,43990,Eco Conscious,52,0.593,0,0.2794,,3.2,0,49.3
DEMO-000163,2025-02-16,2025,2,February,Q1,Sunday,13,1,"Phoenix, AZ",Southwest,Medium,Cybertruck,PHO-CYB-04,49890,Cost Conscious,74,0.631,0,0.1211,,3.7,0,60.45
DEMO-000164,2025-09-30,2025,9,September,Q3,Tuesday,15,0,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-07,79990,Eco Conscious,64,0.637,0,0.1162,,5.0,0,67.31
DEMO-000165,2025-06-05,2025,6,June,Q2,Thursday,13,0,"Miami, FL",Southeast,Large,Model X,MIA-MOD-06,79990,Tech Early Adopter,81,0.852,1,0.1409,9.0,4.5,79990,80.73
DEMO-000166,2024-06-15,2024,6,June,Q2,Saturday,13,1,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-06,43990,Cost Conscious,50,0.704,0,0.1534,,4.1,0,64.59
DEMO-000167,2025-01-12,2025,1,January,Q1,Sunday,12,1,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-05,43990,First Time EV,55,0.848,0,0.1725,,4.5,0,72.52
DEMO-000168,2025-11-02,2025,11,November,Q4,Sunday,16,1,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-01,43990,Eco Conscious,43,0.742,0,0.2814,,3.5,0,70.16
DEMO-000169,2025-11-28,2025,11,November,Q4,Friday,12,0,"Denver, CO",Mountain,Medium,Model X,DEN-MOD-04,79990,Eco Conscious,51,0.459,0,0.1669,,3.8,0,51.06
DEMO-000170,2025-09-18,2025,9,September,Q3,Thursday,18,0,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-01,40240,Luxury Buyer,48,0.803,0,0.2202,,4.1,0,67.44
DEMO-000171,2024-06-26,2024,6,June,Q2,Wednesday,13,0,"Atlanta, GA",Southeast,Medium,Model Y,ATL-MOD-05,43990,Eco Conscious,48,0.755,0,0.1899,,3.5,0,54.86
DEMO-000172,2024-10-31,2024,10,October,Q4,Thursday,16,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-08,43990,Fleet/Business Buyer,55,0.609,0,0.3479,,3.8,0,82.35
DEMO-000173,2025-08-10,2025,8,August,Q3,Sunday,15,1,"Portland, OR",Northwest,Small,Model S,POR-MOD-06,74990,Eco Conscious,58,0.927,0,0.2542,,4.6,0,56.62
DEMO-000174,2025-03-28,2025,3,March,Q1,Friday,15,0,"Austin, TX",South,Medium,Cybertruck,AUS-CYB-05,49890,Tech Early Adopter,64,0.917,1,0.3232,40.0,4.9,49890,69.63
DEMO-000175,2025-06-27,2025,6,June,Q2,Friday,12,0,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-06,40240,Tech Early Adopter,41,0.809,1,0.2593,6.0,4.1,40240,45.21
DEMO-000176,2025-10-30,2025,10,October,Q4,Thursday,18,0,"Seattle, WA",Northwest,Medium,Cybertruck,SEA-CYB-04,49890,Tech Early Adopter,71,0.828,0,0.4196,,3.7,0,56.42
DEMO-000177,2025-08-10,2025,8,August,Q3,Sunday,12,1,"Los Angeles, CA",West,Large,Cybertruck,LOS-CYB-01,49890,Tech Early Adopter,61,0.907,0,0.4068,,3.5,0,80.29
DEMO-000178,2025-02-10,2025,2,February,Q1,Monday,16,0,"Phoenix, AZ",Southwest,Medium,Cybertruck,PHO-CYB-05,49890,Tech Early Adopter,71,0.888,0,0.193,,3.2,0,67.72
DEMO-000179,2025-04-10,2025,4,April,Q2,Thursday,19,0,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-03,49890,Eco Conscious,66,0.876,0,0.3221,,4.0,0,52.71
DEMO-000180,2025-10-25,2025,10,October,Q4,Saturday,12,1,"San Francisco, CA",West,Large,Model Y,SAN-MOD-05,43990,Cost Conscious,40,0.734,0,0.1735,,4.6,0,52.02
DEMO-000181,2025-03-13,2025,3,March,Q1,Thursday,14,0,"Las Vegas, NV",West,Medium,Model S,LAS-MOD-03,74990,Luxury Buyer,56,0.941,0,0.0876,,4.1,0,82.43
DEMO-000182,2024-09-30,2024,9,September,Q3,Monday,18,0,"Los Angeles, CA",West,Large,Model 3,LOS-MOD-01,40240,Eco Conscious,48,0.581,0,0.2073,,3.8,0,54.45
DEMO-000183,2025-02-19,2025,2,February,Q1,Wednesday,15,0,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-05,40240,Eco Conscious,37,0.795,0,0.1412,,4.3,0,82.63
DEMO-000184,2024-05-16,2024,5,May,Q2,Thursday,14,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-06,43990,Tech Early Adopter,51,0.658,0,0.2451,,4.2,0,63.83
DEMO-000185,2024-09-10,2024,9,September,Q3,Tuesday,15,0,"Seattle, WA",Northwest,Medium,Model X,SEA-MOD-08,79990,First Time EV,60,0.714,0,0.1651,,3.9,0,81.69
DEMO-000186,2025-06-01,2025,6,June,Q2,Sunday,11,1,"San Francisco, CA",West,Large,Model 3,SAN-MOD-08,40240,Luxury Buyer,35,0.508,1,0.2774,26.0,4.2,40240,48.64
DEMO-000187,2024-05-15,2024,5,May,Q2,Wednesday,14,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-08,43990,Tech Early Adopter,56,0.786,1,0.3815,15.0,4.1,43990,55.18
DEMO-000188,2024-02-16,2024,2,February,Q1,Friday,13,0,"Los Angeles, CA",West,Large,Model S,LOS-MOD-01,74990,Cost Conscious,63,0.917,0,0.091,,3.3,0,82.35
DEMO-000189,2024-05-18,2024,5,May,Q2,Saturday,16,1,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-07,43990,Tech Early Adopter,38,0.637,0,0.4284,,4.8,0,62.94
DEMO-000190,2025-11-30,2025,11,November,Q4,Sunday,19,1,"San Diego, CA",West,Medium,Cybertruck,SAN-CYB-06,49890,Eco Conscious,57,0.509,1,0.3229,20.0,5.0,49890,50.09
DEMO-000191,2024-11-01,2024,11,November,Q4,Friday,13,0,"Dallas, TX",South,Large,Model X,DAL-MOD-07,79990,First Time EV,62,0.862,0,0.1085,,3.6,0,58.85
DEMO-000192,2024-04-25,2024,4,April,Q2,Thursday,9,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-01,40240,First Time EV,47,0.57,0,0.1807,,3.3,0,68.76
DEMO-000193,2024-02-19,2024,2,February,Q1,Monday,12,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-04,43990,Cost Conscious,50,0.827,0,0.0763,,4.6,0,50.61
DEMO-000194,2025-08-12,2025,8,August,Q3,Tuesday,12,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-06,40240,Fleet/Business Buyer,51,0.568,0,0.2545,,4.8,0,84.43
DEMO-000195,2024-03-03,2024,3,March,Q1,Sunday,14,1,"Seattle, WA",Northwest,Medium,Model 3,SEA-MOD-03,40240,Eco Conscious,56,0.763,0,0.2972,,4.0,0,64.82
DEMO-000196,2025-06-21,2025,6,June,Q2,Saturday,12,1,"Miami, FL",Southeast,Large,Cybertruck,MIA-CYB-07,49890,Cost Conscious,65,0.542,0,0.1465,,4.2,0,54.64
DEMO-000197,2025-04-19,2025,4,April,Q2,Saturday,18,1,"Dallas, TX",South,Large,Model Y,DAL-MOD-03,43990,Cost Conscious,60,0.644,0,0.1622,,3.7,0,58.21
DEMO-000198,2024-04-04,2024,4,April,Q2,Thursday,14,0,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-07,49890,First Time EV,72,0.787,1,0.2593,20.0,5.0,49890,52.53
DEMO-000199,2024-08-10,2024,8,August,Q3,Saturday,14,1,"Portland, OR",Northwest,Small,Model Y,POR-MOD-01,43990,Cost Conscious,47,0.556,0,0.2296,,3.5,0,74.66
DEMO-000200,2024-09-05,2024,9,September,Q3,Thursday,15,0,"Boston, MA",Northeast,Medium,Cybertruck,BOS-CYB-04,49890,Luxury Buyer,71,0.726,0,0.2656,,4.6,0,60.23
DEMO-000201,2025-01-03,2025,1,January,Q1,Friday,14,0,"Seattle, WA",Northwest,Medium,Model S,SEA-MOD-08,74990,Eco Conscious,48,0.831,1,0.1791,11.0,4.2,74990,57.52
DEMO-000202,2024-05-29,2024,5,May,Q2,Wednesday,9,0,"Los Angeles, CA",West,Large,Model Y,LOS-MOD-07,43990,Eco Conscious,48,0.598,0,0.2848,,3.6,0,54.2
DEMO-000203,2025-11-01,2025,11,November,Q4,Saturday,18,1,"Denver, CO",Mountain,Medium,Model X,DEN-MOD-08,79990,Luxury Buyer,59,0.933,0,0.1647,,4.4,0,64.62
DEMO-000204,2024-05-23,2024,5,May,Q2,Thursday,16,0,"Phoenix, AZ",Southwest,Medium,Model S,PHO-MOD-01,74990,Eco Conscious,50,0.712,0,0.1656,,4.7,0,47.97
DEMO-000205,2025-02-26,2025,2,February,Q1,Wednesday,11,0,"Las Vegas, NV",West,Medium,Model S,LAS-MOD-03,74990,First Time EV,40,0.455,1,0.0768,11.0,4.6,74990,69.71
DEMO-000206,2025-11-06,2025,11,November,Q4,Thursday,14,0,"Atlanta, GA",Southeast,Medium,Cybertruck,ATL-CYB-01,49890,Fleet/Business Buyer,67,0.458,0,0.1474,,4.5,0,66.43
DEMO-000207,2025-11-21,2025,11,November,Q4,Friday,13,0,"Austin, TX",South,Medium,Model 3,AUS-MOD-02,40240,First Time EV,41,0.712,0,0.1635,,3.6,0,69.79
DEMO-000208,2025-02-10,2025,2,February,Q1,Monday,10,0,"Austin, TX",South,Medium,Model X,AUS-MOD-04,79990,Eco Conscious,68,0.945,0,0.1723,,3.6,0,72.36
DEMO-000209,2025-10-27,2025,10,October,Q4,Monday,16,0,"Las Vegas, NV",West,Medium,Model 3,LAS-MOD-08,40240,Fleet/Business Buyer,45,0.478,0,0.1306,,3.2,0,51.86
DEMO-000210,2024-12-05,2024,12,December,Q4,Thursday,14,0,"Chicago, IL",Midwest,Large,Model X,CHI-MOD-01,79990,Cost Conscious,51,0.565,0,0.0708,,4.8,0,72.69
DEMO-000211,2024-03-17,2024,3,March,Q1,Sunday,15,1,"Denver, CO",Mountain,Medium,Model Y,DEN-MOD-01,43990,Tech Early Adopter,44,0.54,0,0.3226,,4.7,0,45.63
DEMO-000212,2025-12-30,2025,12,December,Q4,Tuesday,17,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-04,43990,First Time EV,55,0.733,0,0.1723,,4.7,0,72.08
DEMO-000213,2024-05-23,2024,5,May,Q2,Thursday,16,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-06,43990,First Time EV,44,0.477,1,0.2676,1.0,4.7,43990,58.62
DEMO-000214,2024-11-30,2024,11,November,Q4,Saturday,9,1,"Portland, OR",Northwest,Small,Model Y,POR-MOD-08,43990,Cost Conscious,51,0.564,0,0.1599,,4.2,0,60.02
DEMO-000215,2024-03-28,2024,3,March,Q1,Thursday,16,0,"Phoenix, AZ",Southwest,Medium,Model S,PHO-MOD-02,74990,Cost Conscious,74,0.491,0,0.0744,,3.5,0,73.47
DEMO-000216,2025-01-04,2025,1,January,Q1,Saturday,10,1,"Atlanta, GA",Southeast,Medium,Model 3,ATL-MOD-06,40240,Eco Conscious,59,0.831,0,0.1215,,3.4,0,48.49
DEMO-000217,2025-02-21,2025,2,February,Q1,Friday,10,0,"New York, NY",Northeast,Large,Model Y,NEW-MOD-06,43990,Cost Conscious,60,0.882,0,0.1004,,3.2,0,61.55
DEMO-000218,2024-09-05,2024,9,September,Q3,Thursday,14,0,"Portland, OR",Northwest,Small,Model 3,POR-MOD-03,40240,Fleet/Business Buyer,51,0.584,0,0.2459,,3.7,0,50.84
DEMO-000219,2025-05-10,2025,5,May,Q2,Saturday,16,1,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-08,43990,Luxury Buyer,50,0.747,0,0.2352,,3.6,0,49.28
DEMO-000220,2025-09-27,2025,9,September,Q3,Saturday,13,1,"Austin, TX",South,Medium,Model 3,AUS-MOD-07,40240,Eco Conscious,48,0.858,0,0.3009,,4.7,0,83.97
DEMO-000221,2025-12-12,2025,12,December,Q4,Friday,11,0,"Phoenix, AZ",Southwest,Medium,Model Y,PHO-MOD-06,43990,Cost Conscious,58,0.596,0,0.0988,,4.5,0,64.64
DEMO-000222,2024-10-14,2024,10,October,Q4,Monday,17,0,"Denver, CO",Mountain,Medium,Model X,DEN-MOD-04,79990,Eco Conscious,54,0.746,1,0.1832,4.0,4.8,79990,67.0
DEMO-000223,2025-03-24,2025,3,March,Q1,Monday,16,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-07,43990,Cost Conscious,43,0.786,1,0.147,1.0,4.0,43990,55.11
DEMO-000224,2024-03-16,2024,3,March,Q1,Saturday,13,1,"Phoenix, AZ",Southwest,Medium,Model S,PHO-MOD-07,74990,First Time EV,54,0.722,0,0.1271,,4.6,0,59.38
DEMO-000225,2024-03-28,2024,3,March,Q1,Thursday,10,0,"San Diego, CA",West,Medium,Model X,SAN-MOD-03,79990,Cost Conscious,53,0.773,0,0.088,,3.3,0,84.34
DEMO-000226,2024-12-05,2024,12,December,Q4,Thursday,19,0,"Atlanta, GA",Southeast,Medium,Model S,ATL-MOD-05,74990,Fleet/Business Buyer,68,0.561,1,0.1161,3.0,5.0,74990,72.51
DEMO-000227,2025-11-26,2025,11,November,Q4,Wednesday,14,0,"Dallas, TX",South,Large,Model Y,DAL-MOD-01,43990,Eco Conscious,46,0.691,0,0.2011,,3.7,0,81.82
DEMO-000228,2024-05-25,2024,5,May,Q2,Saturday,13,1,"San Francisco, CA",West,Large,Model 3,SAN-MOD-08,40240,Fleet/Business Buyer,39,0.624,0,0.3183,,3.4,0,73.88
DEMO-000229,2025-12-28,2025,12,December,Q4,Sunday,10,1,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-03,43990,Eco Conscious,64,0.915,0,0.217,,4.5,0,65.64
DEMO-000230,2025-04-18,2025,4,April,Q2,Friday,12,0,"Seattle, WA",Northwest,Medium,Model 3,SEA-MOD-07,40240,Cost Conscious,48,0.648,0,0.1481,,4.5,0,80.32
DEMO-000231,2025-12-22,2025,12,December,Q4,Monday,11,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-02,43990,Eco Conscious,39,0.739,0,0.1554,,4.6,0,66.48
DEMO-000232,2024-09-25,2024,9,September,Q3,Wednesday,15,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-06,43990,Luxury Buyer,57,0.748,0,0.1824,,4.3,0,68.48
DEMO-000233,2024-06-25,2024,6,June,Q2,Tuesday,17,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-02,43990,Luxury Buyer,66,0.786,0,0.2018,,3.8,0,54.54
DEMO-000234,2025-06-07,2025,6,June,Q2,Saturday,13,1,"San Francisco, CA",West,Large,Model 3,SAN-MOD-07,40240,Cost Conscious,53,0.543,0,0.1767,,4.3,0,72.74
DEMO-000235,2024-06-19,2024,6,June,Q2,Wednesday,14,0,"Atlanta, GA",Southeast,Medium,Cybertruck,ATL-CYB-08,49890,Tech Early Adopter,52,0.76,0,0.2034,,4.8,0,83.07
DEMO-000236,2025-07-29,2025,7,July,Q3,Tuesday,14,0,"Chicago, IL",Midwest,Large,Model 3,CHI-MOD-07,40240,First Time EV,41,0.805,0,0.1196,,4.0,0,51.69
DEMO-000237,2024-10-26,2024,10,October,Q4,Saturday,9,1,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-08,40240,First Time EV,55,0.733,0,0.1888,,4.6,0,64.81
DEMO-000238,2025-07-10,2025,7,July,Q3,Thursday,17,0,"Seattle, WA",Northwest,Medium,Model 3,SEA-MOD-01,40240,Tech Early Adopter,39,0.83,0,0.2891,,4.0,0,53.74
DEMO-000239,2024-09-10,2024,9,September,Q3,Tuesday,12,0,"New York, NY",Northeast,Large,Model 3,NEW-MOD-06,40240,First Time EV,48,0.881,0,0.1799,,3.4,0,79.61
DEMO-000240,2025-08-25,2025,8,August,Q3,Monday,15,0,"San Francisco, CA",West,Large,Model X,SAN-MOD-07,79990,Eco Conscious,66,0.533,0,0.2268,,3.5,0,53.26
DEMO-000241,2025-06-29,2025,6,June,Q2,Sunday,12,1,"Dallas, TX",South,Large,Model X,DAL-MOD-05,79990,Cost Conscious,52,0.595,0,0.1131,,3.7,0,79.32
DEMO-000242,2025-02-25,2025,2,February,Q1,Tuesday,18,0,"San Diego, CA",West,Medium,Model S,SAN-MOD-03,74990,Tech Early Adopter,54,0.801,0,0.2071,,3.4,0,50.85
DEMO-000243,2025-11-23,2025,11,November,Q4,Sunday,13,1,"Miami, FL",Southeast,Large,Model X,MIA-MOD-07,79990,First Time EV,34,0.638,0,0.0919,,3.3,0,76.78
DEMO-000244,2024-10-11,2024,10,October,Q4,Friday,15,0,"Portland, OR",Northwest,Small,Model 3,POR-MOD-08,40240,Luxury Buyer,36,0.614,0,0.2538,,3.2,0,75.97
DEMO-000245,2025-10-12,2025,10,October,Q4,Sunday,15,1,"Boston, MA",Northeast,Medium,Model 3,BOS-MOD-07,40240,Fleet/Business Buyer,42,0.559,1,0.2576,7.0,4.4,40240,55.74
DEMO-000246,2024-05-13,2024,5,May,Q2,Monday,14,0,"Las Vegas, NV",West,Medium,Model Y,LAS-MOD-01,43990,Luxury Buyer,40,0.473,0,0.1635,,4.3,0,78.47
DEMO-000247,2025-03-27,2025,3,March,Q1,Thursday,13,0,"Los Angeles, CA",West,Large,Model 3,LOS-MOD-03,40240,First Time EV,57,0.891,0,0.1715,,3.7,0,79.98
DEMO-000248,2024-09-13,2024,9,September,Q3,Friday,10,0,"San Diego, CA",West,Medium,Model 3,SAN-MOD-01,40240,Cost Conscious,55,0.648,0,0.1358,,3.7,0,72.98
DEMO-000249,2024-04-07,2024,4,April,Q2,Sunday,9,1,"Dallas, TX",South,Large,Model Y,DAL-MOD-04,43990,Tech Early Adopter,48,0.71,1,0.3185,12.0,4.3,43990,58.74
DEMO-000250,2024-05-15,2024,5,May,Q2,Wednesday,14,0,"San Francisco, CA",West,Large,Cybertruck,SAN-CYB-02,49890,Luxury Buyer,61,0.502,1,0.28,9.0,4.3,49890,60.31
DEMO-000251,2025-11-24,2025,11,November,Q4,Monday,11,0,"Las Vegas, NV",West,Medium,Model X,LAS-MOD-03,79990,Tech Early Adopter,63,0.67,1,0.112,3.0,5.0,79990,51.05
DEMO-000252,2024-08-10,2024,8,August,Q3,Saturday,10,1,"New York, NY",Northeast,Large,Model Y,NEW-MOD-07,43990,Luxury Buyer,57,0.626,0,0.2367,,4.0,0,76.64
DEMO-000253,2025-07-20,2025,7,July,Q3,Sunday,15,1,"Dallas, TX",South,Large,Model 3,DAL-MOD-01,40240,Tech Early Adopter,46,0.874,0,0.2841,,4.4,0,57.07
DEMO-000254,2025-02-05,2025,2,February,Q1,Wednesday,12,0,"Seattle, WA",Northwest,Medium,Model Y,SEA-MOD-04,43990,Tech Early Adopter,45,0.697,0,0.2541,,3.4,0,64.98
DEMO-000255,2024-01-13,2024,1,January,Q1,Saturday,19,1,"Denver, CO",Mountain,Medium,Model 3,DEN-MOD-07,40240,First Time EV,45,0.633,1,0.187,34.0,5.0,40240,83.18
DEMO-000256,2024-01-15,2024,1,January,Q1,Monday,12,0,"Portland, OR",Northwest,Small,Model 3,POR-MOD-07,40240,Cost Conscious,41,0.703,1,0.0989,11.0,4.9,40240,61.62
DEMO-000257,2025-07-04,2025,7,July,Q3,Friday,15,0,"Boston, MA",Northeast,Medium,Model Y,BOS-MOD-04,43990,Cost Conscious,62,0.937,0,0.1353,,3.5,0,58.07
DEMO-000258,2025-11-28,2025,11,November,Q4,Friday,15,0,"Denver, CO",Mountain,Medium,Model S,DEN-MOD-04,74990,First Time EV,45,0.479,0,0.1202,,3.4,0,62.38
DEMO-000259,2025-11-13,2025,11,November,Q4,Thursday,16,0,"Chicago, IL",Midwest,Large,Model Y,CHI-MOD-03,43990,Tech Early Adopter,67,0.801,1,0.1977,35.0,4.3,43990,65.92
DEMO-000260,2025-01-15,2025,1,January,Q1,Wednesday,11,0,"Portland, OR",Northwest,Small,Model X,POR-MOD-02,79990,Eco Conscious,44,0.836,0,0.1782,,3.3,0,77.28
DEMO-000261,2025-08-13,2025,8,August,Q3,Wednesday,15,0,"Austin, TX",South,Medium,Model Y,AUS-MOD-01,43990,Eco Conscious,53,0.7,0,0.2765,,4.2,0,59.71
DEMO-000262,2025-11-21,2025,11,November,Q4,Friday,16,0,"Austin, TX",South,Medium,Model X,AUS-MOD-01,79990,First Time EV,59,0.879,0,0.1069,,3.2,0,46.84
DEMO-000263,2024-02-06,2024,2,February,Q1,Tuesday,14,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-07,43990,Tech Early Adopter,46,0.562,0,0.212,,3.6,0,81.63
DEMO-000264,2025-01-16,2025,1,January,Q1,Thursday,10,0,"Miami, FL",Southeast,Large,Model 3,MIA-MOD-04,40240,Tech Early Adopter,46,0.852,1,0.1621,5.0,5.0,40240,47.76
DEMO-000265,2024-11-14,2024,11,November,Q4,Thursday,12,0,"Chicago, IL",Midwest,Large,Cybertruck,CHI-CYB-04,49890,First Time EV,60,0.596,1,0.1314,2.0,5.0,49890,54.7
DEMO-000266,2024-07-19,2024,7,July,Q3,Friday,16,0,"Miami, FL",Southeast,Large,Model Y,MIA-MOD-03,43990,Luxury Buyer,56,0.453,0,0.1838,,3.9,0,54.32
DEMO-000267,2024-01-10,2024,1,January,Q1,Wednesday,18,0,"Miami, FL",Southeast,Large,Model S,MIA-MOD-05,74990,Cost Conscious,62,0.502,0,0.0551,,4.2,0,54.53
